t;AMPAR;AMPAR_bulk;AMPAR_P831;AMPAR_P845;AMPAR_P845_P831;Anchor;J__01_AMPAR_Transport;J__02_AMPAR_Phospho845;J__03_AMPAR_P845_Dephospho;J__04_AMPAR_P831_Phospho845;J__05_AMPAR_P831_P45_Dephospho;J__06_AMPAR_P845_int;J__07_AMPAR_P845_P831_int;J__08_mAMPAR_P845_Phospho831;J__09_mAMPAR_P845_P831_Dephospho831;J__10_mAMPAR_Phospho845;J__11_mAMPAR_P845_Dephospho845;J__12_mAMPAR_sep;J__13_mAMPAR_P845_P831_Dephospho845;J__14_mAMPAR_Phospho831;J__15_mAMPAR_P831_Dephospho831;J__16_mAMPAR_P831_Phospho845;J__17_mAMPAR_P831_sep;mAMPAR;mAMPAR_P831;mAMPAR_p845;mAMPAR_p845_p831;PKA;PP1
2186.0;3.594916220512185E-6;1.9998E-4;9.41005927846904E-7;5.990021827957663E-8;1.6368914030430944E-8;733.4133539628376;4.723779487814429E-9;1.0651870346671362E-7;9.661323662140111E-8;2.788237504781352E-8;2.6401472848554934E-8;3.5773112846571674E-7;5.337086160068332E-8;2.7807891663753793E-7;2.4252065651430843E-7;5.17029222353392E-7;8.212571298055062E-7;1.8728444010074812E-7;2.4252065651430843E-7;5.17029222353392E-7;4.945406330199019E-7;1.674517540206207E-7;6.065616405022213E-8;4.682111002518703E-4;1.5164041012555532E-4;2.5182204388461536E-4;7.436360824348162E-5;0.018519;0.24999999999999997
2188.0;3.5949229650183186E-6;1.9998E-4;9.414024325386188E-7;5.990322465993367E-8;1.637551651518398E-8;733.4133536367476;4.717034981681003E-9;1.06518903308745E-7;9.661808562010303E-8;2.78941236345334E-8;2.6412122016386608E-8;3.575632784977252E-7;5.341074265527103E-8;2.7811852034478697E-7;2.4261099603625226E-7;5.17237678944971E-7;8.213740915782022E-7;1.8735995006437719E-7;2.4261099603625226E-7;5.17237678944971E-7;4.947811505786011E-7;1.6753319374752043E-7;6.068566406299894E-8;4.6839987516094294E-4;1.5171416015749735E-4;2.5185790820539226E-4;7.439130894140256E-5;0.018519;0.24999999999999997
2190.0;3.594929699893518E-6;1.9998E-4;9.417983722369209E-7;5.990622674817531E-8;1.6382109591070823E-8;733.4133533111233;4.710300106481594E-9;1.065191028654085E-7;9.662292769604075E-8;2.7905855480278393E-8;2.6422756008628787E-8;3.57395668161722E-7;5.3450566927528534E-8;2.781580675113165E-7;2.427012067992051E-7;5.174458377229189E-7;8.214908863687567E-7;1.8743535215021093E-7;2.427012067992051E-7;5.174458377229189E-7;4.950213248974031E-7;1.676145172530313E-7;6.071512197680181E-8;4.6858838037552733E-4;1.5178780494200453E-4;2.518937213240562E-4;7.44189701581675E-5;0.018519;0.24999999999999997
2192.0;3.5949364251515486E-6;1.9998E-4;9.421937477409734E-7;5.990922455043045E-8;1.6388693271405106E-8;733.4133529859639;4.703574848451069E-9;1.06519302137112E-7;9.662776285909961E-8;2.791757060872801E-8;2.6433374846755093E-8;3.5722829711553677E-7;5.349033449746412E-8;2.781975582178618E-7;2.4279128898550106E-7;5.17653699113799E-7;8.216075144156064E-7;1.875106465127637E-7;2.4279128898550106E-7;5.17653699113799E-7;4.952611564650775E-7;1.676957247026505E-7;6.074453785157877E-8;4.6877661628190925E-4;1.5186134462894692E-4;2.5192948331371936E-4;7.444659194968511E-5;0.018519;0.24999999999999997
2194.0;3.5949431408061563E-6;1.9998E-4;9.425885598488479E-7;5.991221807281925E-8;1.6395267569482225E-8;733.413352661269;4.696859193843355E-9;1.0651950112426276E-7;9.663259111915079E-8;2.792926904352944E-8;2.6443978552209698E-8;3.5706116501749757E-7;5.353004544497863E-8;2.782369925450423E-7;2.4288124277722395E-7;5.178612635435557E-7;8.217239759568462E-7;1.875858333063256E-7;2.4288124277722395E-7;5.178612635435557E-7;4.955006457697078E-7;1.677768162616425E-7;6.077391174719362E-8;4.68964583265814E-4;1.5193477936798405E-4;2.5196519424738894E-4;7.447417437178727E-5;0.018519;0.24999999999999997
2196.0;3.5949498468710665E-6;1.9998E-4;9.42982809357525E-7;5.9915207321453E-8;1.6401832498579375E-8;733.4133523370373;4.6901531289331286E-9;1.065196998272675E-7;9.663741248605127E-8;2.7940950808297534E-8;2.6454567146407443E-8;3.568942715264132E-7;5.3569699849864885E-8;2.782763705733619E-7;2.429710683562073E-7;5.180685314375156E-7;8.218402712302294E-7;1.8766091268496301E-7;2.429710683562073E-7;5.180685314375156E-7;4.957397932986915E-7;1.6785779209503978E-7;6.080324372342608E-8;4.691522817124075E-4;1.5200810930856518E-4;2.5200085419796757E-4;7.450171748022912E-5;0.018519;0.24999999999999997
2198.0;3.5949565433599847E-6;1.9998E-4;9.43376497062896E-7;5.991819230243431E-8;1.6408388071955566E-8;733.4133520132688;4.683456640014974E-9;1.065198982465323E-7;9.664222696964389E-8;2.7952615926614864E-8;2.6465140650733814E-8;3.5672761630158875E-7;5.3609297791809634E-8;2.783156923832091E-7;2.430607659040348E-7;5.182755032203884E-7;8.219564004731684E-7;1.8773588480251873E-7;2.430607659040348E-7;5.182755032203884E-7;4.959785995387412E-7;1.6793865236764289E-7;6.083253383997186E-8;4.693397120062968E-4;1.5208133459992964E-4;2.520364632382533E-4;7.45292213306892E-5;0.018519;0.24999999999999997
2200.0;3.594963230286597E-6;1.9998E-4;9.437696237597644E-7;5.992117302185701E-8;1.6414934302851655E-8;733.4133516899627;4.676769713402533E-9;1.0652009638246273E-7;9.664703457975748E-8;2.7964264422031777E-8;2.6475699086545044E-8;3.5656119900281434E-7;5.364883935039268E-8;2.783549580548571E-7;2.431503356020402E-7;5.184821793162676E-7;8.220723639227357E-7;1.878107498126125E-7;2.431503356020402E-7;5.184821793162676E-7;4.962170649758865E-7;1.6801939724402082E-7;6.086178215644284E-8;4.6952687453153123E-4;1.521544553911071E-4;2.5207202144093984E-4;7.455668597876947E-5;0.018519;0.24999999999999997
2202.0;3.5949699076645703E-6;1.9998E-4;9.441621902418464E-7;5.99241494858062E-8;1.642147120449035E-8;733.4133513671181;4.670092335429353E-9;1.0652029423546367E-7;9.665183532620668E-8;2.7975896318066396E-8;2.6486242475168084E-8;3.563950192903662E-7;5.368832460508636E-8;2.783941676684643E-7;2.4323977763130836E-7;5.186885601486316E-7;8.22188161815664E-7;1.878855078686412E-7;2.4323977763130836E-7;5.186885601486316E-7;4.964551900954731E-7;1.681000268885114E-7;6.089098873236707E-8;4.69713769671603E-4;1.5222747183091768E-4;2.5210752887861696E-4;7.458411147999549E-5;0.018519;0.24999999999999997
2204.0;3.594976575507551E-6;1.9998E-4;9.445541973017729E-7;5.992712170035828E-8;1.6427998790076254E-8;733.4133510447347;4.663424492448461E-9;1.0652049180593951E-7;9.66566292187921E-8;2.7987511638204695E-8;2.6496770837900663E-8;3.562290768250102E-7;5.372775363525681E-8;2.78433321304074E-7;2.43329092172675E-7;5.188946461403449E-7;8.223037943883471E-7;1.8796015912377932E-7;2.43329092172675E-7;5.188946461403449E-7;4.966929753821644E-7;1.6818054146522122E-7;6.092015362718899E-8;4.699003978094483E-4;1.5230038406797246E-4;2.5214298562377017E-4;7.461149788981642E-5;0.018519;0.24999999999999997
2206.0;3.594983233829167E-6;1.9998E-4;9.449456457310903E-7;5.993008967158091E-8;1.6434517072795864E-8;733.4133507228115;4.6567661708327926E-9;1.0652068909429405E-7;9.666141626730034E-8;2.7999110405900508E-8;2.650728419601134E-8;3.5606337126799707E-7;5.376712652016345E-8;2.7847241904161496E-7;2.4341827940672706E-7;5.191004377136587E-7;8.224192618768388E-7;1.8803470373097923E-7;2.4341827940672706E-7;5.191004377136587E-7;4.969304213199435E-7;1.6826094113802645E-7;6.094927690026944E-8;4.7008675932744807E-4;1.5237319225067358E-4;2.5217839174878113E-4;7.46388452636052E-5;0.018519;0.24999999999999997
2208.0;3.594989882643025E-6;1.9998E-4;9.45336536320262E-7;5.993305340553308E-8;1.6441026065817596E-8;733.4133504013479;4.6501173569747626E-9;1.0652088610093048E-7;9.666619648150392E-8;2.801069264457559E-8;2.651778257073949E-8;3.5589790228106297E-7;5.380644333895886E-8;2.785114609609013E-7;2.4350733951380285E-7;5.193059352902119E-7;8.225345645168562E-7;1.8810914184297152E-7;2.4350733951380285E-7;5.193059352902119E-7;4.97167528392112E-7;1.6834122607057278E-7;6.09783586108858E-8;4.7027285460742876E-4;1.5244589652721452E-4;2.522137473259279E-4;7.466615365665856E-5;0.018519;0.24999999999999997
2210.0;3.594996521962713E-6;1.9998E-4;9.457268698586697E-7;5.993601290826507E-8;1.6447525782291824E-8;733.4133500803433;4.643478037286692E-9;1.0652108282625139E-7;9.667096987116138E-8;2.8022258377619607E-8;2.6528265983295392E-8;3.5573266952642766E-7;5.384570417068985E-8;2.785504471416329E-7;2.43596272673993E-7;5.195111392910323E-7;8.226497025437777E-7;1.881834736122653E-7;2.43596272673993E-7;5.195111392910323E-7;4.974042970812932E-7;1.6842139642627593E-7;6.10073988182322E-8;4.7045868403066326E-4;1.5251849704558048E-4;2.522490524273849E-4;7.469342312419716E-5;0.018519;0.24999999999999997
2212.0;3.5950031518017997E-6;1.9998E-4;9.461166471346141E-7;5.993896818581852E-8;1.6454016235350882E-8;733.4133497597973;4.636848198199961E-9;1.065212792706588E-7;9.66757364460173E-8;2.8033807628390248E-8;2.6538734454860228E-8;3.5556767266679754E-7;5.388490909429671E-8;2.785893776633953E-7;2.436850790671399E-7;5.197160501365374E-7;8.227646761926449E-7;1.882576991911488E-7;2.436850790671399E-7;5.197160501365374E-7;4.976407278694303E-7;1.6850145236832156E-7;6.103639758141939E-8;4.7064424797787195E-4;1.5259099395354848E-4;2.522843071252231E-4;7.472065372136567E-5;0.018519;0.24999999999999997
2214.0;3.595009772173834E-6;1.9998E-4;9.465058689353171E-7;5.994191924422642E-8;1.646049743810909E-8;733.4133494397088;4.630227826165429E-9;1.0652147543455422E-7;9.668049621580227E-8;2.8045340420213207E-8;2.6549188006586137E-8;3.5540291136535886E-7;5.392405818861301E-8;2.7862825260566007E-7;2.437737588728387E-7;5.199206682465352E-7;8.228794856981625E-7;1.8833181873168924E-7;2.437737588728387E-7;5.199206682465352E-7;4.978768212377897E-7;1.6858139405966603E-7;6.10653549594751E-8;4.708295468292231E-4;1.5266338739868774E-4;2.523195114914104E-4;7.474784550323286E-5;0.018519;0.24999999999999997
2216.0;3.595016383092346E-6;1.9998E-4;9.468945360469222E-7;5.994486608951305E-8;1.6466969403662784E-8;733.4133491200773;4.62361690765344E-9;1.0652167131833852E-7;9.668524919023293E-8;2.805685677638222E-8;2.655962665959623E-8;3.5523838528578194E-7;5.3963151532367285E-8;2.7866707204778516E-7;2.4386231227043706E-7;5.201249940402249E-7;8.22994131294699E-7;1.8840583238573364E-7;2.4386231227043706E-7;5.201249940402249E-7;4.981125776669606E-7;1.686612216630365E-7;6.109427101134398E-8;4.710145809643341E-4;1.5273567752835992E-4;2.5235466559781145E-4;7.477499852479169E-5;0.018519;0.24999999999999997
2218.0;3.595022984570845E-6;1.9998E-4;9.472826492544961E-7;5.994780872769415E-8;1.6473432145090315E-8;733.4133488009024;4.617015429154665E-9;1.0652186692241198E-7;9.6689995379012E-8;2.8068356720159142E-8;2.6570050434984623E-8;3.5507409409221906E-7;5.400218920418156E-8;2.787058360690145E-7;2.439507394390358E-7;5.203290279361986E-7;8.231086132162872E-7;1.884797403049089E-7;2.439507394390358E-7;5.203290279361986E-7;4.98347997636856E-7;1.6874093534093107E-7;6.112314579588776E-8;4.711993507622722E-4;1.528078644897194E-4;2.52389769516188E-4;7.480211284095937E-5;0.018519;0.24999999999999997
2220.0;3.5950295766228217E-6;1.9998E-4;9.476702093420302E-7;5.99507471647768E-8;1.6479885675452103E-8;733.4133484821831;4.6104233771779865E-9;1.0652206224717437E-7;9.669473479182839E-8;2.8079840274773927E-8;2.658045935381651E-8;3.549100374493032E-7;5.404117128257187E-8;2.7874454474847885E-7;2.440390405574892E-7;5.205327703524418E-7;8.232229316966249E-7;1.8855354264062215E-7;2.440390405574892E-7;5.205327703524418E-7;4.985830816267139E-7;1.688205352556194E-7;6.11519793718854E-8;4.7138385660155534E-4;1.528799484297135E-4;2.5242482331819905E-4;7.482918850657752E-5;0.018519;0.24999999999999997
2222.0;3.595036159261747E-6;1.9998E-4;9.480572170924411E-7;5.995368140675946E-8;1.6486330007790624E-8;733.413348163919;4.603840738252617E-9;1.065222572930248E-7;9.669946743835697E-8;2.8091307463424727E-8;2.6590853437128147E-8;3.5474621502214843E-7;5.40800978459488E-8;2.787831981651952E-7;2.4412721580440497E-7;5.207362217063346E-7;8.233370869690747E-7;1.886272395440612E-7;2.4412721580440497E-7;5.207362217063346E-7;4.98817830115098E-7;1.689000215691428E-7;6.118077179803314E-8;4.71568098860153E-4;1.5295192949508284E-4;2.5245982707540086E-4;7.485622557641221E-5;0.018519;0.24999999999999997
2224.0;3.5950427325010732E-6;1.9998E-4;9.484436732875729E-7;5.995661145963203E-8;1.649276515513046E-8;733.4133478461093;4.597267498926401E-9;1.0652245206036191E-7;9.670419332825891E-8;2.8102758309277884E-8;2.660123270592692E-8;3.5458262647634617E-7;5.411896897261757E-8;2.7882179639806796E-7;2.4421526535814493E-7;5.209393824146514E-7;8.234510792666656E-7;1.887008311661948E-7;2.4421526535814493E-7;5.209393824146514E-7;4.990522435798983E-7;1.6897939444331446E-7;6.12095231329446E-8;4.71752077915487E-4;1.5302380783236149E-4;2.5249478085924735E-4;7.488322410515404E-5;0.018519;0.24999999999999997
2226.0;3.595049296354233E-6;1.9998E-4;9.488295787081974E-7;5.99595373293758E-8;1.64991911304783E-8;733.4133475287534;4.5907036457666685E-9;1.0652264654958365E-7;9.670891247118145E-8;2.8114192835467977E-8;2.6611597181191356E-8;3.544192714779689E-7;5.415778474077712E-8;2.788603395258879E-7;2.4430318939682505E-7;5.211422528935639E-7;8.235649088220921E-7;1.8877431765777294E-7;2.4430318939682505E-7;5.211422528935639E-7;4.992863224983326E-7;1.6905865403971986E-7;6.123823343515091E-8;4.7193579414443233E-4;1.5309558358787728E-4;2.5252968474109E-4;7.49101841474183E-5;0.018519;0.24999999999999997
2228.0;3.595055850834639E-6;1.9998E-4;9.492149341340162E-7;5.996245902196353E-8;1.6505607946822974E-8;733.4133472118507;4.584149165360652E-9;1.0652284076108751E-7;9.671362487675803E-8;2.8125611065097875E-8;2.6621946883871185E-8;3.542561496935669E-7;5.419654522852198E-8;2.788988276273335E-7;2.4439098809831587E-7;5.213448335586401E-7;8.23678575867716E-7;1.8884769916932728E-7;2.4439098809831587E-7;5.213448335586401E-7;4.995200673469466E-7;1.691378005197171E-7;6.126690276310085E-8;4.7211924792331817E-4;1.5316725690775213E-4;2.525645387921781E-4;7.493710575774497E-5;0.018519;0.24999999999999997
2230.0;3.5950623959556854E-6;1.9998E-4;9.495997403436615E-7;5.996537654335939E-8;1.6512015617135458E-8;733.4133468954004;4.577604044314219E-9;1.0652303469527033E-7;9.671833055460832E-8;2.813701302123876E-8;2.6632281834887332E-8;3.5409326079016637E-7;5.423525051384048E-8;2.7893726078097025E-7;2.444786616402428E-7;5.215471248248468E-7;8.237920806355663E-7;1.8892097585117143E-7;2.444786616402428E-7;5.215471248248468E-7;4.997534786016155E-7;1.6921683404443713E-7;6.129553117516091E-8;4.723024396279286E-4;1.5323882793790225E-4;2.5259934308365914E-4;7.496398899059888E-5;0.018519;0.24999999999999997
2232.0;3.5950689317307473E-6;1.9998E-4;9.499839981146975E-7;5.996828989951901E-8;1.651841415436892E-8;733.413346579402;4.571068269252296E-9;1.0652322835252842E-7;9.672302951433815E-8;2.814839872693017E-8;2.6642602055132016E-8;3.5393060443527135E-7;5.4273900674616567E-8;2.789756390652514E-7;2.4456621019998627E-7;5.217491271065493E-7;8.239054233573402E-7;1.8899414785340132E-7;2.4456621019998627E-7;5.217491271065493E-7;4.999865567375443E-7;1.69295754774784E-7;6.132411872961537E-8;4.7248536963350325E-4;1.5331029682403842E-4;2.5263409768657845E-4;7.499083390036976E-5;0.018519;0.24999999999999997
2234.0;3.5950754581731795E-6;1.9998E-4;9.503677082236214E-7;5.997119909638955E-8;1.652480357145872E-8;733.4133462638548;4.564541826820138E-9;1.0652342173325744E-7;9.67277217655397E-8;2.815976820518002E-8;2.6652907565468694E-8;3.5376818029686396E-7;5.4312495788628926E-8;2.7901396255851747E-7;2.4465363395468216E-7;5.219508408175125E-7;8.240186042644021E-7;1.890672153258954E-7;2.4465363395468216E-7;5.219508408175125E-7;5.00219302229269E-7;1.693745628714352E-7;6.135266548466649E-8;4.7266803831473846E-4;1.5338166371166623E-4;2.5266880267187976E-4;7.501764054137233E-5;0.018519;0.24999999999999997
2236.0;3.5950819752963184E-6;1.9998E-4;9.50750871445865E-7;5.997410413990959E-8;1.653118388132243E-8;733.4133459487581;4.558024703681212E-9;1.0652361483785266E-7;9.673240731779136E-8;2.8171121478964677E-8;2.6663198386732187E-8;3.5360598804339774E-7;5.43510359335508E-8;2.790522313389972E-7;2.4474093308122215E-7;5.221522663709029E-7;8.241316235877859E-7;1.8914017841831518E-7;2.4474093308122215E-7;5.221522663709029E-7;5.004517155506573E-7;1.6945325849484209E-7;6.138117149843458E-8;4.7285044604578795E-4;1.5345292874608643E-4;2.527034581104052E-4;7.504440896784645E-5;0.018519;0.24999999999999997
2238.0;3.595088483113481E-6;1.9998E-4;9.511334885557958E-7;5.997700503600922E-8;1.653755509685987E-8;733.4133456341115;4.551516886518465E-9;1.0652380766670862E-7;9.673708618065774E-8;2.8182458571228952E-8;2.6673474539728642E-8;3.5344402734380434E-7;5.4389521186951245E-8;2.790904454848071E-7;2.448281077562538E-7;5.223534041792882E-7;8.242444815581944E-7;1.8921303728010547E-7;2.448281077562538E-7;5.223534041792882E-7;5.006837971749096E-7;1.6953184180522985E-7;6.140963682895804E-8;4.7303259320026367E-4;1.535240920723951E-4;2.5273806407289545E-4;7.507113923395713E-5;0.018519;0.24999999999999997
2240.0;3.5950949816379657E-6;1.9998E-4;9.515155603267183E-7;5.997990179061005E-8;1.654391723095313E-8;733.413345319914;4.545018362033903E-9;1.0652400022021928E-7;9.674175836368985E-8;2.819377950488615E-8;2.668373604523562E-8;3.5328229786748595E-7;5.442795162629428E-8;2.7912860507395207E-7;2.449151581561811E-7;5.225542546546389E-7;8.243571784060006E-7;1.8928579206049465E-7;2.449151581561811E-7;5.225542546546389E-7;5.009155475745598E-7;1.696103129625982E-7;6.143806153419358E-8;4.732144801512366E-4;1.5359515383548395E-4;2.5277262062999E-4;7.509783139379466E-5;0.018519;0.24999999999999997
2242.0;3.5951014708830515E-6;1.9998E-4;9.518970875308752E-7;5.998279440962523E-8;1.6550270296466567E-8;733.4133450061654;4.538529116948169E-9;1.0652419249877821E-7;9.674642387642503E-8;2.8205084302818154E-8;2.669398292400209E-8;3.531207992843221E-7;5.446632732893942E-8;2.7916671018432507E-7;2.450020844571645E-7;5.227548182083291E-7;8.244697143612468E-7;1.893584429084951E-7;2.450020844571645E-7;5.227548182083291E-7;5.011469672214761E-7;1.6968867212672132E-7;6.146644567201625E-8;4.733961072712377E-4;1.5366611418004061E-4;2.5280712785222714E-4;7.51244855013747E-5;0.018519;0.24999999999999997
2244.0;3.5951079508619974E-6;1.9998E-4;9.522780709394486E-7;5.99856828989594E-8;1.6556614306246853E-8;733.4133446928644;4.53204913800223E-9;1.0652438450277822E-7;9.675108272838686E-8;2.8216372987875374E-8;2.6704215196748496E-8;3.5295953126465936E-7;5.450464837214127E-8;2.7920476089370777E-7;2.4508888683512146E-7;5.229550952511373E-7;8.245820896536471E-7;1.894309899729034E-7;2.4508888683512146E-7;5.229550952511373E-7;5.013780565868619E-7;1.697669194571484E-7;6.149478930021955E-8;4.735774749322585E-4;1.5373697325054886E-4;2.528415858100443E-4;7.51511016106384E-5;0.018519;0.24999999999999997
2246.0;3.595114421588045E-6;1.9998E-4;9.526585113225614E-7;5.998856726450879E-8;1.6562949273122982E-8;733.413344380011;4.525578411954846E-9;1.0652457623261165E-7;9.67557349290854E-8;2.822764558287687E-8;2.6714432884166748E-8;3.52798493479323E-7;5.454291483305118E-8;2.7924275727977043E-7;2.4517556546572654E-7;5.231550861932473E-7;8.246943045125859E-7;1.8950343340230087E-7;2.4517556546572654E-7;5.231550861932473E-7;5.016088161412568E-7;1.6984505511320374E-7;6.152309247651558E-8;4.7375858350575214E-4;1.5380773119128894E-4;2.5287599457377794E-4;7.517767977545239E-5;0.018519;0.24999999999999997
2248.0;3.595120883074415E-6;1.9998E-4;9.530384094492784E-7;5.999144751216118E-8;1.6569275209906298E-8;733.4133440676043;4.519116925584678E-9;1.0652476768867032E-7;9.676038048801707E-8;2.823890211061034E-8;2.6724636006920315E-8;3.5263768559960364E-7;5.4581126788715164E-8;2.792806994200721E-7;2.452621205244119E-7;5.233547914442496E-7;8.248063591671199E-7;1.8957577334505367E-7;2.452621205244119E-7;5.233547914442496E-7;5.018392463545375E-7;1.6992307925398725E-7;6.155135525853511E-8;4.739394333626341E-4;1.5387838814633778E-4;2.5291035421366395E-4;7.520422004960898E-5;0.018519;0.24999999999999997
2250.0;3.5951273353343115E-6;1.9998E-4;9.534177660876074E-7;5.999432364779588E-8;1.6575592129390498E-8;733.4133437556435;4.512664665688177E-9;1.0652495887134539E-7;9.676501941466466E-8;2.8250142593832148E-8;2.6734824585644192E-8;3.524771072972646E-7;5.461928431607494E-8;2.793185873920609E-7;2.4534855218636726E-7;5.235542114131414E-7;8.249182538459776E-7;1.896480099493133E-7;2.4534855218636726E-7;5.235542114131414E-7;5.02069347695918E-7;1.7000099203837452E-7;6.15795777038277E-8;4.741200248732832E-4;1.5394894425956921E-4;2.529446647998376E-4;7.523072248682621E-5;0.018519;0.24999999999999997
2252.0;3.595133778380917E-6;1.9998E-4;9.53796582004501E-7;5.999719567728384E-8;1.658190004435169E-8;733.4133434441285;4.506221619082546E-9;1.0652514978102748E-7;9.676965171849737E-8;2.8261367055267423E-8;2.6744998640945002E-8;3.5231675824453927E-7;5.465738749196953E-8;2.7935642127307413E-7;2.454348606265407E-7;5.237533465083282E-7;8.250299887775602E-7;1.897201433630168E-7;2.454348606265407E-7;5.237533465083282E-7;5.022991206339516E-7;1.7007879362501737E-7;6.160775986986176E-8;4.7430035840754196E-4;1.540193996746544E-4;2.5297892640233386E-4;7.525718714074793E-5;0.018519;0.24999999999999997
2254.0;3.5951402122273973E-6;1.9998E-4;9.541748579658576E-7;6.000006360648759E-8;1.6588198967548374E-8;733.413343133058;4.499787772602351E-9;1.0652534041810668E-7;9.677427740897094E-8;2.827257551761002E-8;2.6755158193400963E-8;3.5215663811413073E-7;5.469543639313271E-8;2.793942011403382E-7;2.4552104601963833E-7;5.239521971376248E-7;8.25141564189942E-7;1.8979217373388721E-7;2.4552104601963833E-7;5.239521971376248E-7;5.02528565636531E-7;1.701564841723438E-7;6.163590181402478E-8;4.7448043433471804E-4;1.5408975453506195E-4;2.5301313909108746E-4;7.528361406494388E-5;0.018519;0.24999999999999997
2256.0;3.595146636886898E-6;1.9998E-4;9.545525947365217E-7;6.000292744126126E-8;1.6594488911721482E-8;733.4133428224317;4.493363113101642E-9;1.0652553078297255E-7;9.677889649552746E-8;2.8283768003522594E-8;2.676530326356197E-8;3.5199674657920667E-7;5.473343109619448E-8;2.7943192707096914E-7;2.456071085401252E-7;5.241507637082554E-7;8.252529803108709E-7;1.898641012094338E-7;2.456071085401252E-7;5.241507637082554E-7;5.027576831708889E-7;1.7023406383855865E-7;6.166400359362328E-8;4.7466025302358446E-4;1.541600089840582E-4;2.53047302935933E-4;7.531000331290982E-5;0.018519;0.24999999999999997
2258.0;3.5951530523725457E-6;1.9998E-4;9.549297930802872E-7;6.000578718745061E-8;1.66007698895944E-8;733.4133425122491;4.486947627453948E-9;1.0652572087601398E-7;9.678350898759567E-8;2.829494453563667E-8;2.6775433871949625E-8;3.518370833134078E-7;5.4771371677682266E-8;2.7946959914197265E-7;2.4569304836222524E-7;5.243490466268553E-7;8.25364237367769E-7;1.8993592593695238E-7;2.4569304836222524E-7;5.243490466268553E-7;5.029864737035997E-7;1.703115327816437E-7;6.169206526588303E-8;4.748398148423809E-4;1.5423016316470757E-4;2.530814180066052E-4;7.53363549380676E-5;0.018519;0.24999999999999997
2260.0;3.5951594586974495E-6;1.9998E-4;9.553064537598965E-7;6.000864285089301E-8;1.6607041913872986E-8;733.4133422025093;4.480541302550165E-9;1.0652591069761946E-7;9.678811489459059E-8;2.8306105136552593E-8;2.6785550039057223E-8;3.51677647990837E-7;5.4809258214018234E-8;2.795072174302443E-7;2.4577886565992144E-7;5.245470462994717E-7;8.254753355877328E-7;1.9000764806352568E-7;2.4577886565992144E-7;5.245470462994717E-7;5.032149377005801E-7;1.7038889115935782E-7;6.172008688794908E-8;4.750191201588142E-4;1.543002172198727E-4;2.531154843727389E-4;7.536266899376523E-5;0.018519;0.24999999999999997
2262.0;3.595165855874698E-6;1.9998E-4;9.556825775370435E-7;6.001149443741754E-8;1.6613304997245597E-8;733.4133418932119;4.474144125301515E-9;1.0652610024817675E-7;9.679271422591398E-8;2.8317249828839667E-8;2.6795651785349872E-8;3.5151844028606793E-7;5.484709078152291E-8;2.7954478201256945E-7;2.458645606069566E-7;5.247447631315639E-7;8.255862751975339E-7;1.900792677360237E-7;2.458645606069566E-7;5.247447631315639E-7;5.034430756270893E-7;1.7046613912923763E-7;6.174806851688593E-8;4.7519816934005925E-4;1.5437017129221482E-4;2.531495021038694E-4;7.538894553327699E-5;0.018519;0.24999999999999997
2264.0;3.595172243917362E-6;1.9998E-4;9.560581651723731E-7;6.001434195284486E-8;1.6619559152383098E-8;733.4133415843559;4.467756082637433E-9;1.0652628952807319E-7;9.679730699095401E-8;2.8328378635036104E-8;2.6805739131264452E-8;3.513594598741352E-7;5.4884869456411904E-8;2.795822929656238E-7;2.4595013337683316E-7;5.249421975280051E-7;8.256970564236198E-7;1.9015078510110398E-7;2.4595013337683316E-7;5.249421975280051E-7;5.036708879477306E-7;1.7054327684859749E-7;6.177601020967759E-8;4.753769627527599E-4;1.5444002552419397E-4;2.531834712694326E-4;7.541518460980354E-5;0.018519;0.24999999999999997
2266.0;3.595178622838494E-6;1.9998E-4;9.564332174254843E-7;6.001718540298736E-8;1.6625804391938883E-8;733.4133412759411;4.461377161505566E-9;1.0652647853769547E-7;9.680189319908549E-8;2.833949157764911E-8;2.6815812097209656E-8;3.512007064305421E-7;5.492259431479832E-8;2.796197503659731E-7;2.460355841428137E-7;5.251393498930829E-7;8.258076794921131E-7;1.9022220030521192E-7;2.460355841428137E-7;5.251393498930829E-7;5.038983751264522E-7;1.7062030447452985E-7;6.180391202322771E-8;4.7555550076302974E-4;1.5450978005806927E-4;2.532173919387647E-4;7.544138627647195E-5;0.018519;0.24999999999999997
2268.0;3.5951849926511266E-6;1.9998E-4;9.5680773505493E-7;6.002002479364906E-8;1.6632040728548916E-8;733.4133409679665;4.45500734887304E-9;1.065266672774298E-7;9.680647285966977E-8;2.835058867915492E-8;2.682587070356607E-8;3.5104217963125333E-7;5.4960265432692136E-8;2.796571542900738E-7;2.4612091307792127E-7;5.253362206305001E-7;8.259181446288144E-7;1.902935134945811E-7;2.4612091307792127E-7;5.253362206305001E-7;5.041255376265476E-7;1.7069722216390571E-7;6.183177401435966E-8;4.7573378373645274E-4;1.5457943503589916E-4;2.532512641811032E-4;7.546755058633586E-5;0.018519;0.24999999999999997
